timestamp,course_enrolled,ccm_website,social_media,community_event,family_member_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in_app_advertisement,employer,billboard,television,radio,other_hear_about_ccm,affordable_cost,location_convenience,choice_of_programs,online_offerings,family_friend_referral,faculty_staff,college_reputation,financial_aid,scholarships,small_class_sizes,extra_curricular_opportunities,accepted_my_transfer_credits,negative_experience_at_another_college,nj_stars_program,ability_to_transfer_ccm_credits_to_a_4_year_school,get_college_credit_while_in_high_school,prior_to_applying_to_college_open_house,prior_to_applying_to_college_instant_decision_day,prior_to_applying_to_college_on_campus_information_session,prior_to_applying_to_college_titans_tuesday_virtual_information_session,prior_to_applying_to_college_women_who_dare,prior_to_applying_to_college_regional_college_fair,prior_to_applying_to_college_hs_sharetime_information_session,prior_to_applying_to_college_challenger_program,prior_to_applying_to_college_cybersecurity_information_protection_program_participation,prior_to_applying_to_college_information_session_at_my_high_school,prior_to_applying_to_college_campus_visit_with_my_high_school,prior_to_applying_to_college_campus_visit_individual,prior_to_applying_to_college_workforce_development_class,prior_to_applying_to_college_corporate_training,prior_to_applying_to_college_teen_arts_festival,prior_to_applying_to_college_summer_camp_at_ccm,middle_high_school_computing_class_impact,middle_high_school_computing_related_club_impact,computing_related_competitions_impact,afterschool_computing_related_camp_program_impact,summer_computing_related_camp_program_impact,an_ap_computing_class_impact,a_dual_enrollment_computing_class_impact,family_or_friend_influence_impact,family_or_friend_working_in_the_computing_field_impact,high_school_teacher_or_guidance_counselor_impact,employer_influence_impact,current_ccm_student_influence_impact,experience_at_work_impact,other_influence_impact,degree_program_currently_enrolled_in,to_get_a_job_in_the_computing_field_motivation,high_school_guidance_counselor_source,high_school_teacher_source,ccm_information_technologies_website_source,ccm_admissions_source,ccm_advisor_counselor_source,employer_source,ccm_workforce_development_source,nj_workforce_development_program_source,other_source,first_choice_or_changed_majors,interest_in_taking_more_computing_classes,explanation_for_interest_in_taking_more_computing_classes,gender,race_ethnicity,age
2020/09/10 2:24:14 PM EST,Computing 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,Yes,No,No,No,No,No,No,Mechanical Engineering and Technology ,,,Man,Hispanic/Latino,21-24
2020/09/10 2:28:11 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,,,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,,,,,High Impact,,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,High Impact,High Impact,,High Impact,,,Some Impact,High Impact,High Impact,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;IT Industry Certifications,Yes,Yes,Yes,No,No,No,No,No,No,First Choice,,,Prefer not to say,Asian,18 and younger
2020/09/10 4:28:40 PM EST,Computing 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,,,Some Impact,Some Impact,Some Impact,,,,,High Impact,,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,,,,,,,,,,,,Architecture and Design ,,,,,,,,,,,,4.0,I'm interested in science and computers as architects use a lot of computer programs to do work and its interesting to learn and I think its great knowledge to have and can be beneficial to my future education and profession. ,Man,Black,21-24
2020/09/10 4:31:28 PM EST,Computing 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,,,Some Impact,Some Impact,Some Impact,,,,,High Impact,,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,,,,,,,,,,,,Architecture and Design ,,,,,,,,,,,,4.0,I'm interested in science and computers as architects use a lot of computer programs to do work and its interesting to learn and I think its great knowledge to have and can be beneficial to my future education and profession. ,Man,Black,21-24
2020/09/10 4:42:03 PM EST,Computing 128 Computer Science I,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,High Impact,,,,,,High Impact,,,,High Impact,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,High Impact,,,,,,,,mechanical engineering ,,,,,,,,,,,,4.0,i always like working with computers and coding was always a interesting topic to me ,Man,White/Caucasian,18 and younger
2020/09/10 4:55:42 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Nursing, Associate of Science",,,,,,,,,,,,1.0,"In the field of medicine, there is a small to medium amount of computing, and I believe it is important to know the basics of computers; but computers isn't what makes up the majority of medical professions (in regards to tending a patient's health -- besides showing them the monitor, etc.)",Woman,Asian;Native Hawaiian/Other Pacific Islander,19-20
2020/09/10 8:32:53 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Business Administration,,,,,,,,,,,,5.0,"The more I know and understand, the better i would feel about getting involved hands on in creating things etc.",Man,Hispanic/Latino,25-34
2020/09/10 10:08:35 PM EST,Computing 128 Computer Science I,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Don't recall,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,,,High Impact,Some Impact,,,,High Impact,,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,,,,,,,Some Impact,,Some Impact,,,,,Engineering,,,,,,,,,,,,3.0,To compliment my Engineering degree,Man,White/Caucasian,19-20
2020/09/11 12:12:02 AM EST,Computing 128 Computer Science I,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",Transfer to bachelor's level program,No,No,No,Yes,No,No,No,No,No,musical theatre,,,Man,White/Caucasian,19-20
2020/09/11 8:09:02 AM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,3.0,I have some experience with computers but not a lot. But I feel that it would be interesting to learn more about it. ,Man,White/Caucasian,19-20
2020/09/11 8:09:06 AM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,3.0,I have some experience with computers but not a lot. But I feel that it would be interesting to learn more about it. ,Man,White/Caucasian,19-20
2020/09/11 9:00:19 AM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Undecided,,,,,,,,,,,,5.0,I have worked with computers before and have always enjoyed it.  I think it is a good career path to follow. ,Man,White/Caucasian,18 and younger
2020/09/11 9:38:49 AM EST,Computing 128 Computer Science I,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,High Impact,electrical engineering ,,,,,,,,,,,,3.0,I am talking this course as a prerequisite ,Woman,White/Caucasian,18 and younger
2020/09/11 9:41:36 AM EST,Computing 128 Computer Science I,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,High Impact,electrical engineering ,,,,,,,,,,,,3.0,Taking course as a prerequisite ,Woman,White/Caucasian,18 and younger
2020/09/11 12:37:01 PM EST,Computing 128 Computer Science I,Yes,Don't recall,Don't recall,Don't recall,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,High Impact,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,,,,,,Some Impact,,Some Impact,,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Black,18 and younger
2020/09/11 12:43:10 PM EST,Computing 128 Computer Science I,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,,No Impact,Some Impact,High Impact,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,4.0,I want to learn more skills,Man,Hispanic/Latino,18 and younger
2020/09/11 2:49:04 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,,High Impact,Some Impact,High Impact,Some Impact,,High Impact,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Some Impact,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Information Technology, Applied Associate of Science",Professional Development;Financial;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,First Choice,,,Man,Hispanic/Latino,21-24
2020/09/12 10:06:57 AM EST,Computing 239 Internet & Web Design,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,25-34
2020/09/12 1:01:39 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,4.0,"exploring other options. Never know when I find something interesting, maybe even more than what I am currently going for.",Man,Asian,19-20
2020/09/12 2:02:17 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Career Change,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Woman,Hispanic/Latino,19-20
2020/09/13 4:09:45 PM EST,Computing 239 Internet & Web Design,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,,Some Impact,,,,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,No Impact,,,Undecided,,,,,,,,,,,,5.0,I want to learn something different.,Woman,Hispanic/Latino,21-24
2020/09/13 7:10:44 PM EST,Computing 128 Computer Science I,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Yes,Not Sure,Yes,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Woman,White/Caucasian,19-20
2020/09/13 7:23:30 PM EST,Computing 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,,,,"Computer Science, Associate of Science",Transfer to bachelor's level program;Career Advancement;To keep current in tech industry,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Hispanic/Latino,25-34
2020/09/13 7:24:44 PM EST,Computing 128 Computer Science I,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,Asian,19-20
2020/09/14 10:46:57 AM EST,Computing 239 Internet & Web Design,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,Yes,No,No,No,No,First Choice,,,Man,Choose not to reply,19-20
2020/09/14 11:49:10 AM EST,Computing 128 Computer Science I,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineer Tech,,,,,,,,,,,,3.0,Hard to tell right now because i just started,Man,White/Caucasian,21-24
2020/09/14 1:05:34 PM EST,Computing 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,,,,,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Career Advancement;Financial;Personal Enrichment,No,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2020/09/14 1:05:38 PM EST,Computing 128 Computer Science I,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;To keep current in tech industry;Personal Enrichment,No,No,Yes,No,No,No,No,No,No,Exercise Science,,,Man,White/Caucasian,19-20
